text_clean,sentiment
here is the video i took with my iphone of in super sxsw link,neutral
2011 is the year of the pop up if these dueling offerings at sxsw are any indication apple link hp link,neutral
heading to austin for sxsw the austin guide for iphone is free for a limited time link lp travel,neutral
nice im heading to barton creek to get a mackbook pro rt waiting outside the sxsw apple store for my ipad2 woohoo,positive
about to hear quot designing ipad interfaces new navigation schemas quot at sxsw link uxdes,neutral
about to hear marissa mayer from google speak 3 rows back so cool sxsw google,positive
have you heard about the android app bizzy they've challenged tdg to check out sxsw read more link,positive
heard rumors google circles was supposed to have a preview at sxsw,neutral
heard that apple's going to open a special store they're expecting a lot of customers from sxsw,positive
heard you re at sxsw what do you think abt making an iphone case of your kids your blog stop by we re at the grille,neutral
able to check into using while 4sq iphone app is down sxsw,neutral
helaas quot google is not launching any products at sxsw link,neutral
hello enjoy sxsw and ride anywhere in austin for 10 download the groundlink app link booth 437,neutral
me love them long time catherine amp lori the girls who found my lost iphone at the sxsw info desk ftw link,neutral
i am neither at sxsw nor buying an ipad 2 today i feel like my geek cred is basically gone,neutral
kara swisher apple is the most stylish fascist company in america sxsw,negative
does anywhere at sxsw have iphone chargers i can use for a bit,neutral
here's your personal guide to austin for sxsw link,neutral
hey eric it was at a pop up apple store here at sxsw nice long line of tech savvy folks ready to spend hard earned,positive
hey jen what do you hear about google circles at sxsw,neutral
hey mark no sleep for you at sxsw bring me home a shiny new ipad would ya,positive
hey taariq howdy from texas fav sxsw app so far is the official one link lt android or get iphone usguys,positive
hey i'm in that line sxsw apple,neutral
hey you are at sxsw if life gives you food poisoning pitch a food poisoning iphone app to a passing venture capitalist,neutral
hey come by the fast company grille if you're hungry mention zazzlesxsw and get a customizable iphone case too sxsw,neutral
hey y'all have anyway to get text updates i don't have a cool pocket google machine phone sxsw,positive
hi josh do yo have an iphone do you have beluga do you get text for dms d sxsw sxswi contact plans,neutral
12 30pm hilton 615ab at sxsw rt who is going to the android developers meetup i'm looking forward to meeting,neutral
what's behind android's race to no 1 link smartphones technology mobile sxsw sxswi,positive
genius behind google circles real life social graph network v2 view documents by paul adams link,positive
not launching today dev w input rt google to launch major new social network circles link sxsw,neutral
sxsw fashion essential 13 photo on iphone with or,neutral
sxsw fashion essential 2 ipad plus 2 mobile phones for chronicling witty tweets unlocking mayor badges taking photos of hootsuite owl,positive
i found this 'emily white on sxsw' in the music business 101 iphone app link,neutral
conan to his asst 'lots of hipsters here she's looking for a man w a fedora and an ipad 2' lol sxsw,neutral
it holds his iphone which he uses for changing visuals rt googledoodle sxsw fun panel intrigued by marcin's powerglove,neutral
imagine this is only sight ok during sxsw rt homeless guy panhandling for an ipad 2 america is fucked link,neutral
waiting this line has been awesome because of the south african contingent sxswsa sxsw apple link,neutral
i threw this together to keep on my ipad to attempt to keep up with all the after hours stuff this weekend sxsw link,positive
apple's white earbuds good symbol of our need for social proof when the ipod launched we all knew who had a new toy guykawasaki sxsw,positive
eightbit hits the street running with html5 power sxsw just got a lot more fun link iphone nes sxsw thestreet,neutral
hmmm thinking about borrowing an ipad from work for taking notes at sxsw works well enough that i don't have to lug the mbp,neutral
hmmmm link sxsw apple,neutral
well cashmore just gave the new ipad a crushing non endorsement sxsw checkins ouch,negative
cue the choir music sxsw apple store sxsw link,neutral
these iphone android apps will keep you grooving at sxsw link,positive
rip my iphone 4 june 2010 sxsw you survived a severe drop but could not evade drowning link,negative
95 of iphone and droid apps have less than 1 000 downloads total sxsw,negative
funny iphone correction rt dashing off to learn a thing or two about longhorn journalism sxsw,neutral
at the iphone dev meetup sxsw,neutral
sxswi iphone gone yellow cab minivan 350 if anyone at sxsw happens to get in a yellow minivan cab,neutral
got an iphone or android app come see me at the microsoft booth and i'll give you a token for free entry into our marketplace 99 sxsw,neutral
got an iphone or android app im in back of the phone gap session show me your app and get into the windows phone marketplace free sxsw,neutral
saw my iphone switch to the edge network at badge pickup att you ready for sxsw,neutral
apple ehphone now available only in canada sxsw apple aphone canada,neutral
i17 symphony of destruction link codes valid 8 00 11 59 59p 03 12 11 infektd sxsw zomb,neutral
hope you can come to the aclu amp google partylikeits1986 on sunday at maggie mae's sxsw sxswi,neutral
for all those wanting to buy an ipad2 a temporary apple store will open in austin for sxsw link,neutral
at tweethouse watching ipad dj rock out at sxsw check out dotco,neutral
geeks without bounds sxsw meetup geeks without bounds sun march 13 6pm 7pm meet the turnstone bus link,neutral
why the shout out to ukraine link html validation needed for ranking link sxsw,neutral
i wonder how google places and hotpot will impact the usage of things like yelp marissagoogle sxsw,neutral
how can any self respecting apple fanboy attend the interactive event of the year without an ipad2 sxswi sxsw,positive
sxsw q how does google reconcile h264 omission from lt video gt but including flash browserwars,neutral
i wonder how many ipad2's apple will sell at sxsw link,neutral
i wonder how many ipad 2's will be purchased in austin this friday sxsw,neutral
i wonder how many people attending sxsw will be at the austin apple store on fri at 5 for the new ipad 2,neutral
learning how to get personalized recommendations using google hotpot link sxsw,positive
how was fri dinner and are you enjoying sxsw twitter is abuzz with possible news re google circles launch that may happen there,positive
google shows super fast google maps for mobile with 3d rendering sxsw,positive
walking through the trade show at sxsw is basically swapping 10 business cards for chances to win 10 different ipad 2s,neutral
the new whrrl app is now live in the iphone app store and android marketplace get it while it's hot just in time for sxsw,positive
the new whrrl app is now live in the iphone app store and android marketplace get it while it's hot just in time for sxsw via,positive
just bought a mophie juice pack for my iphone solely because the cool kids were doing it sxsw,positive
just bought a mophie juice pack air rechargeable battery case for my iphone this would have come in handy this week sxsw,neutral
just bought an ipad2 at the downtown austin apple store 5 min wait in line to get in salesperson darryl was excellent sxsw,positive
so i bought an ipad on impulse must be something in the water at sxsw,positive
just bought ipad 2 in and out in 15 minutes sxsw apple store sxsw w 23 others link,positive
crap might need to bring the amex now rt apple to open pop up shop at sxsw report link sxsw,neutral
apple might not be joining the nfc bandwagon link rt slides for my nfc rfid talk at sxsw link,neutral
great night of interactive parties and congress ave is amazing with the apple store sxsw apple,positive
just bought one of the last few ipads at the apple store in downtown austin at sxsw they sold out before i was done purchasing,positive
just bought the last ipad 2 3g 64mb at the apple pop up store at sxsw link,positive
any thoughts on the path iphone photo app sxsw iphoneography mobilephotography,neutral
passed a huge queue for ipad design for boomers on the way to what mobile apps can learn from comic books also full sxsw,positive
this is why social technology is amazing google has set up a person finder in both english and japanese link sxsw,positive
diller why would you do product only for the ipad or any one form factor in today's multichannel multi platform world sxsw ketchsx,neutral
i agree apple stole what little part of the show there was for me was the most exciting new biz concept sxsw,positive
i attended beevil to hear criticism of google or ways for us to improve even at sxsw i'm on duty sounds like yr panel rocked,neutral
i can't see you in this picture rt 10 30 am line at apple pop up store in austin it opens at 5 pm sxsw link,neutral
i did not know lightbox was an android app until sxsw hhrs,neutral
i didn't even know wtf sxsw was till i google lol,neutral
i fully expect to be quot ipad shamed quot by all the 2's at sxsw,positive
tomorrow i go back to the apple store sigh sxsw,negative
i got that about impression sxsw too i plan to stand in a line for an ipad 2 on march 25th though,positive
i hate typing on an ipad so yeah the ken calhoun is this man the real deal and i am bringing my laptop to sxsw sun,negative
i have a feeling there will be many shiny new ipad 2s at sxsw,positive
i heard the downtown location sold 1m in merchandise last night sxsw apple ipad2,neutral
i heard you got the first ipad 2 at 10 5hrs austin sxsw link,positive
i hope this year's festival isn't as crashy as this year's iphone app sxsw,negative
i just mean the percentage of ios vs android vs blackberry etc sxsw,neutral
i know this is a premature tweet but i'd love to see pics of the apple pop up store at sxsw,positive
mistakes i made building netflix for the iphone netflixiphone sxsw,neutral
mistakes i made building netflix for the iphone at sxsw sxsw netflixiphone,neutral
mistakes i made building netflix for the iphone sxsw the hilton link,neutral
i meant itunes doesn't work for me ie don't run apple software even if it would run on my ubuntu desktop not just sxsw dl,negative
i outdid myself this time with the tech fail iphone broken might be the worst thing that can ever happen at sxsw,negative
i38 can i play with madness link codes valid 4 00 7 59 59p 03 14 11 infektd sxsw zomb,neutral
crowley i really want a new ipad just haven't had time to get over there checkins sxsw ketchsx,positive
i saw that yesterday hoping that it won't b too crowded apple ipad2 sxsw,neutral
i think i got it because i bought something at apple and it assumes that i'm at the apple popup store at sxsw,neutral
i think i might quit and resume tonight ipad iphone tethering couldn't have happened at a better time sxsw,positive
i think it's also that if i can't find an iphone charger at sxsw i'm doing something very very wrong,neutral
i thought that was the point of having an ipad carrying it around at sxsw,neutral
i try to stay awake d i'm trying to get ustream working on iphone see your badge picture now is dat right kickoffparty sxsw,neutral
i used to think that and then they started making great apps official sxsw app on ipad blows the other versions and site away,positive
i want that ipad case sxswbuffalo sxsw,positive
i was there 5 30 and the line was around the block decided to forgo ipad 2 goodness for food sxsw apple,positive
i wish we had our liveblog iphone app amp wordpress plugin ready for sxsw not quite,positive
i would have been a sxsw ambassador since i'm going to be everywhere but you only have iphone amp android listed for mobile,neutral
i would love to chk out ie9 at sxsw but has no handsets and the 1 thats upcoming will not seduce me away from,neutral
being anti social irl typing this on my ipad in the social tv session filling up fast but i am being social right sxsw ironic,neutral
i'd have broken my thumbs or iphone if i had tried to oh many more of at sxsw than i did,neutral
i'd say yes facebook and google are implementing it which brightens the future good impact i'm search too sxsw,positive
i'm experimenting doing sxsw with just a paper notebook ipad and iphone no quot traditional quot laptop,neutral
i'm glad i don't have an ipad 2 i think sxsw,negative
i'm going to sxsw let's meet up i can't use yet because i have an android phone but show me how it works,negative
i'm know i'm going to austin tomorrow but my iphone is definitely trying to convince me i'm going to autism sxsw,neutral
i'm guessing there will not be an android app in time for sxsw,negative
i'm in the touchingstories ipad and or tablet sxsw workshop would love to chat afteward,neutral
i'm not going to sxsw this year not geeky enough instead amp i are challenging each other in boggle on the ipad,neutral
i'm on the list for the google leh event but i'm not going to be at sxsw i'd be more upset if i didn't already have a cr48,neutral
i'm ready for both not sure the interoperability problem between iphone amp android has been solved sxsw,neutral
dang it i've touched an ipad 2 i want sigh sxsw,positive
ipad menia at sxsw check the live feed of photos at apple store sxsw link playsxsw,neutral
a new social network gt rt we interrupt your regularly scheduled sxsw geek programming with big news link google,neutral
josh williams said farmville success was a wakeup call about games quot what can we build now quot iphone was were things were going sxsw,positive
totalitarian thought in action people worldwide come to austin tx for sxsw and decide to spend their time in line at an apple store,negative
hipstamatic free sxsw pack march 11 20 sxsw austin iphone photo link,neutral
free music sampler from sxsw link itunes,neutral
free music compilation sxsw featured artists link itunes amplifiedlife sxsw,neutral
1 lady alice apple siggi's skyr epic sxsw snack,neutral
the unofficial sxsw app showcase link mobile iphone sxsw,neutral
great article on possible future social media boston apple sxsw the next twitter link,neutral
sxsw rediculous overflow line for ipad session now at sxswsmall interesting talk like what's being said don't miss ipad talk,positive
it is ridiculous to see someone taking a photo during a session with their ipad cannot wait to see concert use sxsw silly,negative
any android developers going to sxsw me,neutral
wooooo did i mention that we just released discovr for iphone it's out now just in time for sxsw new features link,positive
id love to know how many non iphone users are at sxsw really i mean cmon,neutral
apple said to open temporary store at sxsw link via,neutral
like i said peeps taking pictures with ipad 2 looking ridculous still want one sxsw link,positive
line outside the apple store in austin waiting for the new ipad sxsw link,neutral
ceder rapids andy ping me i want to interview you in the livestream suasxsw sxsw am in front row w iphone flip and mac in my hand,neutral
i won't lie i've had a chance to watch people actually using the ipad at sxsw and it makes me want one,positive
sxsw movie stars and moody directors are all well and fine but the guy who's really attracting a crowd is the one showing off his ipad 2,positive
japan relief help from sxsw on twitter also check out the google maps evacuation map link,neutral
just a friendly reminder for sxsw attendees if you talk or text during a film i will slap you in the mouth amp steal your ipad that is all,neutral
google tries to give doodles a whimsical fun spirit sxsw googledoodles,positive
can't believe i got in and got a seat quot google amp bing on website ranking at sxsw quot sxsw qagb hilton salon j link,neutral
panel believes daily deals will ultimately go self serve w caveats kelt likened to google adwords interesting dailydeals sxsw fh,neutral
an interview with the artists behind ogilvynotes the ogilvy sydney sxsw podcast ep4 ausxsw link,neutral
on interviewing show your portfolio amp examples of your work on an ipad amp walk them through the pieces borrow if you must sxsw,neutral
over 1k views rt what does an apple security guy after he locks up the store sxsw link,neutral
i wonder if released link on a friday and when sxsw started in order to fly under the radar,neutral
i wonder if apple intentionally scheduled the ipad2 release to coincide with sxsw steve jobs you crafty genius you,positive
i wonder if apple is setting up a makeshift shop at sxsw to sell ipad2's tomorrow,neutral
lets see if google gets sm right this time rt google to launch major new social network called circles link sxsw,neutral
if i don't plan now i'll just end up somewhere random you coming to the google session 3 30 sxsw,neutral
if i were you i'd stay away from the apple store tomorrow sxsw,negative
i wonder if i'll get kicked out of sxsw for not having an iphone or ipod or ipad or ianything,neutral
if it makes you feel better google wannabe fanbois were acting like giggling schoolgirls in front of marissa mayer y'day sxsw,negative
if someones using right now at an apple store it better be the sxsw pop up,neutral
i wonder if the front camera to back camera use ratio will be very different btwn the ipad and iphone sxsw,neutral
i wonder if there's anyone here who's snagged an ipad 2 supposedly there's an apple store somewhere on campus sxsw,positive
related if u have verizon u will do better sxsw bandwidth issue my blackberry always tweeted when my iphone dawdled wjchat,negative
find out if you are stupid with our stupid game for you ipad currently on special sxsw sale link,neutral
if you can't find an iphone charger at sxsw something has gone very very wrong,neutral
if you didn't know about this google developer day at sxsw link austin sxsw,neutral
quot so if you google quot refrigerator magnet game quot everyone at the sxsw keynote stops listening and does it,neutral
if you have an android or iphone hooks you up with a list of all sxsw events that you can push to your calendar,neutral
if you have an iphone get the sxsw go app,neutral
if you have wifi android geeks nearby sxsw please try sharing with frostwire link just issued update,neutral
if you pull my name in the contest and i win an ipad ipad2 cash suckling pig or dandy t shirt hold it 4 me sxsw,positive
if you're looking for a space to escape at sxsw why don't you stop by arthaus link,neutral
if you're looking for a space to network and mingle at sxsw why don't you stop by arthaus check it out link,neutral
if you're looking for a space to set up meetings at sxsw why don't you stop by arthaus check it out link,neutral
if you're near zen on guadalupe 3 19 1pm or at trailer space that night i'm playing iphone maurice friend of sxsw,neutral
still a big line outside of apple's pop up shop 3 days after ipad's debut sxsw,neutral
see so big my links smooshed here's google realtime for sxsw link,neutral
and the biggest line at sxsw to buy an ipad 2 every other compan has an open bar,positive
opening night at the sxsw ipad 2 pop up store link,neutral
taking flight away from big apple's nyc nest barely hatched startups take flight at sxsw link sxsw startups,neutral
u gotta fight for yr right to party amp to privacy aclu google sxsw partylikeits1986,neutral
pinoy insights at the sxsw conf the conf mobile and ipad app is great you can use this to even plan your day with friends sxsw,positive
ipad design tip if it looks like a physical object ppl will interact with it like it s one quot sxsw tapworthy,neutral
ipad design ui tip buttons are a hack approach them with skepticism tapworthy sxsw,negative
quot designing digital magazines for the ipad quot keynote at sxsw about to start,neutral
iphone amigos if you don't have the app change that now broadcastr bestappever sxsw,positive
farmers like blackberry smart phones because iphone's quot don't last long on the farm quot mobilefarm sxsw,negative
view is like foursquare tips but visual and in realtime sxsw the iphone app will be available for people in s link,neutral
is that like googling google rt giggle someone checked into me today on gowalla sxsw sxswi,neutral
tablets like the ipad and xoom where touch emulates a mouse click keyboard input means we're not there yet sxsw gswsxsw futureoftouch,negative
techie fail rt one sxsw panel moderator who is from europe says he spent 3000 in roaming charges on his iphone at sxsw 2010,negative
google building real time engine to monitor illegal deforestation in real time tech4good sxsw,positive
donate while at sxsw apple allowing donations via itunes for japanese earthquake victims link,neutral
aol s mobile first group steps to the stage with play an instagram for music link android aol iphone sollipman sxsw,neutral
photo still a lineup around the block at the sxsw apple store link,neutral
circles will be circus rt google circles will be sxsw,neutral
google will connect the digital amp physical worlds through mobile link via sxsw,positive
content will move back to the browser why replicate the work on an ipad when u can press one button sxsw,negative
my 1st billboard article apple spotify pandora tech invades austin sxswi 2011 link sxsw,neutral
marissa miller of google makes shout out to the khan academy and the great things they're doing for education fmsignal sxsw cc,positive
just in time wrote an article about us dubbing filmaster quot foursquare for cinemaphiles quot link sxsw,neutral
just in time for sxsw in atx apple to open a pop up store debuts cool amex partnership sxsw doesn't even start till fri,positive
just in time for sxsw has it's own nfc enabled google places door sticker link,neutral
juts in time for sxsw gt group texting war heats up fast society launches new android app updates iphone app link,positive
just in time for sxsw foursquare ups the game and adds recommendations link friendsoffer iphone sxsw thegame,neutral
just in time launch unofficial sxsw insider's guide for iphone nice link bynd,positive
want to win a ticket 1 to the sxsw party rules are simple link android unite android news to the masses android,neutral
help me win an ipad 2 click like on the following picture from the party link thanks sxsw,neutral
standing in back of rm iphone plugged in laptop won't connect but ready for if everything's so great why's no one happy gsdm sxsw,neutral
link in case you can't get your google on check out star wars uncut it's well worth your time sxsw,neutral
stopping in for a quick iphone charge link sxsw macallan,neutral
over 100 in line at apple pop up store everyone waiting for ipads first guy arrived at 6 30am 36 degrees then badges everywhere sxsw,positive
standing in line for the 6th time ipad2 apple sxsw popupstore,positive
please join me on facebook hear from my great guests gt link lt here sxsw,neutral
wandered in on google doodles presentation to see presenting fun sxsw,positive
arriving in the us on wednesday for sxsw will be looking for a microsim for using data in my iphone anyone know what my options are,neutral
poor austin rt ipad 2 launch coincides with fri afternoon of sxsw apple store employees in austin may begin weeping now,neutral
how to win sxsw hint it s the same answer every year link billmurray howto iphone sxsw takingback,neutral
cameron sinclair spearheads japan disaster relief from sxsw via twitter amp iphone link,neutral
cameron sinclair rallies jpquake relief effort via twitter amp iphone from sxsw details in our sxswi stream link,neutral
cameron sinclair spearheads japan disaster relief from sxsw via twitter amp iphone link socialmedia philanthropy,neutral
cameron sinclair spearheads japan disaster relief from sxsw via twitter amp iphone link sxsw4jp archforhumanity,neutral
a sxsw find love sxswi link itunes,neutral
longest line at sxsw the apple store of course link,neutral
wait in line at sxsw apple store for ipad 2,positive
120 in line at temp 5000 sq ft apple store for new ipad in austin sxsw,neutral
still a line at the sxsw ipad 2 factory link,neutral
omg the line for the ipad2 at austins apple store is long alot of sxsw badges link,neutral
sxsw a line of about 100 outside apple pop up store at sixth amp congress,neutral
why you line people be so dull get off your iphone and talk to the person next to you sxsw,neutral
and the line starts for the pop up store at sxsw ipad link,neutral
mad mad lines still at the sxsw apple pop up store here in austin ipad2,negative
3 block lineup for ipad 2 sxsw,neutral
the geek influence hit new highs yesterday when apple opened a pop up store at sxsw for the sale of the ipad 2 link,positive
i'm watching quot designing ipad interfaces new navigation schemas quot at sxsw uxdes,neutral
foodspotting iphone app a success at sxsw finding food you crave for link,positive
spearheading japan disaster relief from sxsw via twitter amp iphone socialgood philanthropy link,neutral
good morning sxsw i am in the corner of a starbucks smearing banana all over an iphone like a retarded ape and how was your evening,neutral
transferring a bunch of music to the new iphone for sxsw,neutral
cnn is doing a demo of their tv everywhere iphone app with html5 adaptive bitrate streaming sxsw,neutral
i'm spotting a lot of ipad 2's in the wild here at sxsw they only started selling them at 5pm yesterday,neutral
afraid being at sxsw would make you miss out on buying the new ipad no worries apple is opening a pop up shop there link,neutral
this morning at sxsw the resurgence of print design ipad design for boomers amp the nyt on grid layouts also gatorade vom,neutral
line forming at popup apple store no sign of apple yet sxsw link,neutral
we re giving away 5 dual compatible juice pack airs for iphone 4 now first come first serve in front of hall 3 winning sxsw,neutral
we're giving away a shiny ipad 2 at sxsw quotables simply sign up to be entered automatically gt gt link ipad2 sxsw,positive
good morning everybody the ipad 2 takes over sxsw video link via mashable apple,positive
line moving fast rt have seen two impressive lines since i'm at sxsw the one at the apple store amp party now,neutral
volunteering for sxsw has been a lot more boring than expected my thumbs are already getting tired from such extreme iphone usage,positive
after typing for 4 days on the ipad fingers feel seriously weird on a real keyboard sxsw uselessobservations,neutral
line waiting for new apple store to open it will be open for a few days for ipad2 sales only during sxsw null,neutral
good morning from sxsw who is standing in line for the ipad 2 today i still have my ipad 1 for sale 64gb wifi only 450 fb,neutral
nice having fun rt at sxsw with a thirsty gadget using charge anywhere for my iphone happy to share some juice,neutral
google going in circles about sns rt we're not launching any products at sxsw but we're doing plenty else link,neutral
at designing ipad interfaces new navigation schemas at sxsw link sxsw uxdes,neutral
mayer making it clear that google are going straight after foursquare amp gowalla with google hotpot sxsw,neutral
bored during keynote sxsw but have an ipad link,positive
i'm debuting my new iphone amp droid app at sxsw next year it makes your phone waterproof amp will light your cigarettes for you,positive
sxsw adding my schedule into the android sxsw go app handy,positive
what's going on at sxsw today share photos video with ireport link or through cnn iphone app,neutral
google using starry night to demo their streetview like art project it's like they're inside my brain sxsw,positive
i'm thinking that i may actually have to take my laptop to sxsw the ipad alone may not be enough on this trip,negative
it's amazing that the apple pop up austin store was executed so quickly 1 week link via sxsw,positive
been reading the coverage of apple's pop up shop at sxsw my takeaway no one can figure out agree how to punctuate pop up shop,neutral
i'm sporting the new 3 for ios iphone get it amp install it just in time for what ever it is your doing 4sq sxsw,positive
who is going to be first to sport a new ipad2 at sxsw apple opened a pop up store right by the convention,neutral
team heading to big boi show thanks to crew rt and find the owl for free tattoo link sxsw,neutral
stop killing trees rt new post business cards are dead send me your card via hashable at sxsw link,neutral
cops playing w ipad 2 at closed apple store austin congress st sxsw link,neutral
been playing w the windows7 phone here at sxsw the animation is better than an iphone amp it does look very interesting,negative
good morning sxsw what r u talking abt on twitter now according to ipad design geogames and design headaches,neutral
come to singapore roar's party the 512 at 6th street link sgroars sxswi sxsw,neutral
come to singapore roar's party the 512 at 6th street link sgroars sxswi sxsw sgrocks,neutral
ok i definitely need an ipad 2 sxsw gadgetenvy,positive
tried to initiate carpooling in ridonkulous taxi line geeks all silent i bet everyone would do it if there was an iphone app for it sxsw,neutral
link think i can get my boss to buy our new ipads this weekend sxsw,neutral
wow i think i'm the only person at sxsw that didn't go buy the new ipad yesterday the new one is thin,positive
do you think it will be sucessful google possibly launching new social network sxsw link,neutral
i added linkedin hootsuite mobile for sxsw updates for iphone blackberry amp android link,neutral
quot brains are to zombies what content is to google they can't get enough quot sxsw contentrules,positive
groupme wins best group messaging app at sxswi link fastsociety iphone iphone4 sxsw texasevery,positive
sxsw begins w an add panel hyperactivity amp distraction i've used my ipad iphone and bb multiple times in the last 5min workinprogress,neutral
link coinsidence sounds like a good strategy to me wish i could go to sxsw,positive
instagram but it's iphone only at the moment mister quot has to be cool and different and get an evo quot that sucks sxsw,negative
a good point rt love it at sxsw quot apple comes up with cool technology because they don't go to conferences quot,positive
fun with interactive maps at the and google party link sxsw,positive
lol very interesting next platform for flipboard is the iphone team started working on it sxsw,positive
hmm ipad interface talk ux research hmm i like the sound of the politics behind html5 sxsw,positive
interviewed by about sxsw so far cat totally agree with ur comms re apple brand love no other word for it,positive
just ran into and apparently didn't tell him there's a bizzy android app remedied sxsw cc,positive
settling into first sxsw session battledecks which i missed last year this would be perfect time for hollergram ipad app,positive
does the intro of iphone on verizon change the drama of sxsw mobile service somebody needs to capture the stats checkinfrenzy scaletest,neutral
via apple set to open temp store in downtown austin during sxsw link ipad2,neutral
hey i've got another gem for you gt free sxsw link sxsw,neutral
the party was without a doubt the best party i've ever been to in sxsw well done,neutral
the quot future quot of contextual discovery is a nice way of articulating the intersection of social mobile and search sxsw,neutral
presentation touchingstories zinio online link sxsw,neutral
1 1 rt petricone says google tv is just a browser i don't think that's correct sxsw,neutral
mt agencies push google in directions they never would have gone says creative lab strategy director sxsw,positive
our ami sampler is live on itunes just in time for cmw and sxsw check it here link musicindustry usa,neutral
hey ask dennis why no ipad app sxsw checkins,neutral
the booth is up and ready for the sxsw tradeshow tmr off to the android party,positive
hey cool iphone cases zazzlesxsw sxsw sxswi fastcompanygrill link,positive
hey do you have an iphone we'd love to turn your art into a iphone case let us know zazzlesxsw sxsw,positive
new for iphone android no more service fees booyah sxsw gitchococktailon,positive
ipad session full loved the energy with the formation of the hyatt hall way overflow session rebeltv sxsw,positive
rt going to at sxsw check in w friends while you re in austin w these location based apps link lbs,neutral
rt google to launch major new social network called circles possibly today link sxsw,neutral
via google to launch major new social network called circles possibly today link sxsw,neutral
hey got invited to a new group at sxsw and your android app keeps crashing when i try to join wtf sxswfail,negative
hey great sf coffee at link and link nice to meet you at sxsw,neutral
hey heard you're at sxsw come by to the grille and make your comic into a iphone case what do you say,neutral
rt hoot new blog post hootsuite mobile for sxsw updates for iphone blackberry amp android link,neutral
hey if you were to design any image onto an iphone case what would it be we might have a surprise for you at sxsw,neutral
the iphone app is unreal just clicked on the location of leanstartup amp had a person there tell me there are still seats sxsw,positive
fyi is working on an iphone app looking to release it this summer hopefully sxsw flipboard,positive
did just effectively kill their 3rd party developer base link sxsw ismparty,neutral
rt now online first ipad 2 in the wild at sxsw link,positive
monetization of access to the fire hose of all tweets individual business deals google yahoo microsoft smaroi sxsw donline,neutral
last session of sxsw for me html5 with reps from google ms opera and mozilla,neutral
and opens with some tech talk on the apple store and whore pcs right crowd they dig carrie sxsw,neutral
cc rt new ubersocial for iphone now in the app store includes uberguide to sxsw link,neutral
rt rt traveling to sxsw with your ipad 1 is so 3 10 2011,neutral
rt rt traveling to sxsw with your ipad 1 is so 3 10 2011 via,neutral
tuh rt new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by link,neutral
vip the apple store sxsw nerdheaven,positive
rt the only news at sxswi was apple's temporary ipad store sxsw wth yes think of it as the ultimate offsite trade show quot booth quot,neutral
registration to android market has been approved lmndst sxsw startupbus,positive
last session today left brain search google right brain search x sxsw bettersearch,neutral
hey twitter needs a way for us in disaster areas to filter out things like sxsw and ipad too because right now we really don't care,negative
hey we're at the grill too why don't you come by you can create a customizable iphone cases for a tweet sxsw,positive
hey why not roll a tractor trailer or 2 full of ipads into sxsw i bet you would sell the entire inventory out justsaying,positive
rt with 150 million mobile users on google maps 40 of all google maps usage is from mobile devices maps sxsw,neutral
rt woman on plane next to me has a nook blackberry curve android and ipad in her purse sxsw,neutral
hey you re a lakers fan and you're at sxsw what do you think about a lakers iphone case zazzlesxsw,neutral
hey your app won't download from the android app market just a heads up sxsw,negative
good session rt 2 years of time saved every day by people qho use google maps quot route around quot feature sxsw,positive
use question answer ask receive kind of model in ipad app design give and take entice them to ask more tapworthy sxsw,neutral
best sessions i've seen so far at sxsw have been this morning music of ixd and designing ipad interfaces winning,positive
domo for ios and android just got released domo tonchidot boom sxsw,positive
getting hip to new android apps in preparation for hangover3 also known as sxsw and apps rock my socks,positive
packing ipad amp android phone 2 fly from uk 2 austin tx for sxsw especially interested in the health track sxswi sxswh hcsm hcsmeu,neutral
ipad apple fanboy line at sxsw on 6th amp congress drinking wearing amp corporatewhore dmad what,neutral
zomg its ipad 2 p rt look everyone zomg got an ipad 2 on the first day sxsw link,positive
win free ipad 2 from webdoc com sxsw rt,neutral
win free ipad 2 from webdoc com sxsw rt,neutral
win free ipad 2 from webdoc com sxsw rt,neutral
win free ipad 2 from webdoc com sxsw rt,neutral
win free ipad 2 from webdoc com sxsw rt,positive
win free ipad 2 from webdoc com sxsw rt,positive
git yer ipad 2 here before it even begins apple wins sxsw link via,positive
line for ipad 2 is longer today than yesterday sxsw fb,neutral
guy with ipad 2 taking photos of slides awkward sxsw,negative
i heart ipad 2 link sxsw,positive
ipad app getting panned for design trumping content and rightfully so sxsw,negative
i won an ipad at sxsw nah i'm lying i bought this shit myself link,neutral
left the ipad back at the hotel only one here on a blackberry bigmistake sxsw,neutral
using an ipad for a set list sxsw band,positive
using an ipad for a set list sxsw band,positive
who said ipad photos apple store sxsw,neutral
apple's ipad pop up shop at sxsw link,neutral
who said ipad at apple store sxsw photos by link,neutral
what no ipad rt decision not 2 lug laptop 2 sxsw i feel like i'm missing my right arm or left arm since i'm a southpaw,positive
line for ipad2 at temporary apple store 6th amp congress sxsw link,neutral
how many ipad2's do you think apple could sell to sxsw attendees if they set up a pop up store at the convention center sxsw,positive
line for ipads at sxsw doesn't look too bad i waited 6 5 hours for an iphone 4,positive
line for ipads at sxsw doesn't look too bad i waited 6 5 hours for an iphone 4 link,neutral
iphone android has to be 75 80 sxsw,neutral
iphone app awesome lineup amazing really looking forward to hanging out with you guys at sxsw for,positive
iphone app is leading the pack but android blue users s are growing sxswmobileapps sxsw link,positive
